tile_id,building_id,category,gt_height_m,base_shadow_m,base_height_m,base_error_m,m4_shadow_m,m4_height_m,m4_error_m,m4_status,m4_confidence,m4_term_reason,failure_mode
4_14,32,Medium,11.07,30.00,26.82,15.75,3.35,3.00,8.08,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_14,33,Small,2.07,26.70,23.87,21.80,19.75,17.66,15.58,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_14,34,Large,16.69,30.00,26.82,10.14,14.50,12.96,3.72,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
4_14,35,Small,3.06,17.70,15.83,12.76,11.30,10.10,7.04,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_14,36,Large,16.75,30.00,26.82,10.07,21.90,19.58,2.83,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,37,Small,2.84,30.00,26.82,23.99,5.25,4.69,1.86,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,38,Small,3.50,30.00,26.82,23.33,20.25,18.11,14.61,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_14,39,Large,15.86,30.00,26.82,10.97,8.10,7.24,8.61,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_14,40,Large,12.59,30.00,26.82,14.23,15.30,13.68,1.09,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,41,Small,0.00,14.10,12.61,12.61,1.35,1.21,1.21,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,42,Small,2.01,14.00,12.52,10.51,8.90,7.96,5.95,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
4_14,43,Medium,4.63,30.00,26.82,22.20,16.55,14.80,10.17,VALID,0.99,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_14,44,Small,2.68,24.20,21.64,18.96,13.15,11.76,9.08,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_14,45,Small,2.25,30.00,26.82,24.57,4.45,3.98,1.73,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,46,Small,2.44,22.20,19.85,17.41,2.45,2.19,0.25,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,47,Large,16.78,17.80,15.92,0.86,14.40,12.88,3.90,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,48,Small,2.14,22.00,19.67,17.54,8.75,7.82,5.69,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_14,49,Large,17.63,29.95,26.78,9.15,9.95,8.90,8.73,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_14,50,Large,15.82,25.25,22.58,6.75,11.55,10.33,5.50,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_14,51,Medium,11.27,20.50,18.33,7.05,6.15,5.50,5.78,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_14,52,Medium,11.33,12.85,11.49,0.16,5.70,5.10,6.23,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_14,53,Medium,9.50,11.35,10.15,0.65,5.60,5.01,4.49,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_14,54,Small,2.59,5.75,5.14,2.55,4.45,3.98,1.38,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_14,55,Large,14.19,5.10,4.56,9.63,3.90,3.49,10.70,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
4_14,56,Medium,8.96,2.95,2.64,6.32,2.45,2.19,6.77,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_14,57,Small,3.21,1.70,1.52,1.69,1.55,1.39,1.82,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
4_14,58,Small,2.39,0.30,0.27,2.13,0.15,N/A,N/A,REJECTED,0.00,RELATIVE_INTENSITY_STEP,NO_VALID_SHADOW
4_15,1,Medium,9.29,30.00,26.82,17.53,7.75,6.93,2.36,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,2,Medium,10.64,30.00,26.82,16.18,9.10,8.14,2.51,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,3,Medium,9.35,13.50,12.07,2.72,5.75,5.14,4.21,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,4,Large,14.49,5.45,4.87,9.62,1.45,1.30,13.19,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_15,5,Medium,6.39,19.90,17.79,11.40,5.10,4.56,1.83,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,6,Large,17.29,30.00,26.82,9.53,21.00,18.78,1.49,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,7,Large,24.43,30.00,26.82,2.40,13.00,11.62,12.80,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_15,8,Medium,9.02,17.85,15.96,6.93,10.45,9.34,0.32,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,9,Large,17.96,30.00,26.82,8.86,14.95,13.37,4.59,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,10,Large,15.22,29.60,26.47,11.25,12.95,11.58,3.64,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
4_15,11,Large,15.77,24.30,21.73,5.96,9.40,8.40,7.36,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
4_15,12,Small,2.83,13.05,11.67,8.84,10.15,9.08,6.25,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
4_15,13,Small,3.04,30.00,26.82,23.79,11.10,9.92,6.89,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_15,14,Large,13.55,30.00,26.82,13.27,16.75,14.98,1.43,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,15,Small,1.11,30.00,26.82,25.72,9.45,8.45,7.34,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_15,16,Medium,6.48,30.00,26.82,20.35,17.80,15.92,9.44,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_15,17,Medium,8.54,30.00,26.82,18.28,29.15,26.06,17.52,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_15,18,Medium,9.44,14.95,13.37,3.92,4.65,4.16,5.28,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_15,19,Medium,5.43,30.00,26.82,21.40,19.90,17.79,12.37,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
4_15,20,Medium,6.40,26.00,23.25,16.85,15.30,13.68,7.28,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_15,21,Small,2.74,3.60,3.22,0.48,2.25,2.01,0.72,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,22,Large,16.61,30.00,26.82,10.21,8.05,7.20,9.41,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_15,23,Small,2.47,30.00,26.82,24.36,8.00,7.15,4.68,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_15,24,Small,2.96,21.40,19.13,16.18,6.55,5.86,2.90,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,25,Medium,5.57,30.00,26.82,21.25,5.70,5.10,0.48,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,26,Medium,6.40,30.00,26.82,20.42,9.15,8.18,1.78,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_15,27,Large,13.18,30.00,26.82,13.64,6.50,5.81,7.37,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_15,28,Small,2.41,30.00,26.82,24.42,25.65,22.93,20.53,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_15,29,Small,1.69,16.70,14.93,13.24,2.55,2.28,0.59,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_15,30,Small,2.44,13.45,12.03,9.58,8.40,7.51,5.07,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_15,31,Large,19.71,30.00,26.82,7.12,22.40,20.03,0.32,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,32,Large,13.71,30.00,26.82,13.11,11.55,10.33,3.39,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,33,Large,12.30,23.50,21.01,8.72,8.55,7.64,4.65,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_15,34,Large,13.36,22.75,20.34,6.98,1.40,1.25,12.11,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
4_15,35,Medium,6.25,30.00,26.82,20.57,12.55,11.22,4.97,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,36,Small,2.70,30.00,26.82,24.13,6.00,5.36,2.67,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,37,Medium,11.92,30.00,26.82,14.91,16.35,14.62,2.70,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,38,Medium,6.44,30.00,26.82,20.38,16.70,14.93,8.49,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_15,39,Large,17.35,30.00,26.82,9.47,7.60,6.80,10.56,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_15,40,Medium,5.39,30.00,26.82,21.43,7.95,7.11,1.72,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,41,Large,13.71,30.00,26.82,13.11,9.20,8.23,5.49,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_15,42,Medium,4.21,23.65,21.15,16.94,2.00,1.79,2.42,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,43,Small,2.70,30.00,26.82,24.12,16.20,14.48,11.78,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_15,44,Large,13.73,30.00,26.82,13.09,9.15,8.18,5.55,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_15,45,Large,12.94,30.00,26.82,13.88,12.30,11.00,1.94,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_15,46,Large,15.83,30.00,26.82,10.99,6.70,5.99,9.84,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_15,47,Large,13.78,17.50,15.65,1.87,4.65,4.16,9.62,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_15,48,Small,3.16,30.00,26.82,23.67,11.15,9.97,6.81,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_15,49,Large,16.61,30.00,26.82,10.21,15.40,13.77,2.84,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,1,Medium,7.56,30.00,26.82,19.26,8.85,7.91,0.35,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_10,2,Medium,4.07,25.45,22.75,18.68,13.10,11.71,7.64,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_10,3,Medium,6.15,30.00,26.82,20.67,4.00,3.58,2.58,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_10,4,Medium,6.56,30.00,26.82,20.27,9.65,8.63,2.07,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,5,Medium,6.81,30.00,26.82,20.01,4.00,3.58,3.24,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,6,Medium,9.90,25.55,22.84,12.94,5.00,4.47,5.43,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
5_10,7,Large,13.33,29.95,26.78,13.45,9.50,8.49,4.83,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_10,8,Large,12.52,12.75,11.40,1.12,7.00,6.26,6.26,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
5_10,9,Large,13.63,30.00,26.82,13.19,24.00,21.46,7.83,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_10,10,Small,3.33,10.25,9.16,5.84,5.70,5.10,1.77,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,11,Large,14.65,30.00,26.82,12.18,13.50,12.07,2.57,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,12,Medium,6.60,30.00,26.82,20.22,13.95,12.47,5.87,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
5_10,13,Medium,5.79,30.00,26.82,21.03,15.25,13.64,7.85,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_10,14,Small,2.29,17.40,15.56,13.26,1.45,1.30,1.00,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_10,15,Medium,5.02,15.60,13.95,8.93,5.25,4.69,0.32,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,16,Medium,7.24,1.65,1.48,5.77,0.55,0.49,6.75,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
5_10,17,Small,3.65,30.00,26.82,23.17,2.65,2.37,1.28,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,18,Large,19.60,30.00,26.82,7.22,13.40,11.98,7.62,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_10,19,Medium,9.00,30.00,26.82,17.82,7.90,7.06,1.94,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,20,Medium,6.80,30.00,26.82,20.02,1.60,1.43,5.37,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_10,21,Small,3.08,30.00,26.82,23.74,9.40,8.40,5.33,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_10,22,Small,2.87,30.00,26.82,23.95,0.95,0.85,2.02,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,23,Medium,8.11,21.85,19.54,11.43,17.60,15.74,7.63,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_10,24,Medium,10.27,30.00,26.82,16.55,8.35,7.47,2.81,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,25,Small,2.98,14.05,12.56,9.58,7.45,6.66,3.68,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,26,Small,2.80,9.70,8.67,5.87,4.25,3.80,1.00,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,27,Large,12.14,20.80,18.60,6.46,3.55,3.17,8.96,VALID,0.97,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_10,28,Large,15.01,28.65,25.62,10.60,4.35,3.89,11.13,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
5_10,29,Small,2.92,30.00,26.82,23.90,9.85,8.81,5.88,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_10,30,Large,22.45,30.00,26.82,4.37,30.00,26.82,4.37,LOW CONFIDENCE,0.30,REACHED_PHYSICAL_MAX_LIMIT,NONE
5_10,31,Large,14.28,30.00,26.82,12.55,20.25,18.11,3.83,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,32,Small,2.84,25.45,22.75,19.91,3.50,3.13,0.29,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,33,Medium,10.21,17.35,15.51,5.30,5.15,4.60,5.61,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_10,34,Medium,6.59,16.75,14.98,8.39,6.85,6.12,0.47,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,35,Medium,4.23,10.10,9.03,4.80,0.80,0.72,3.52,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,36,Small,3.71,5.05,4.52,0.80,2.75,2.46,1.25,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,37,Medium,6.56,15.45,13.81,7.26,5.80,5.19,1.37,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,38,Medium,8.81,15.60,13.95,5.14,8.35,7.47,1.34,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,39,Small,3.60,16.35,14.62,11.02,5.40,4.83,1.23,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,40,Medium,6.51,30.00,26.82,20.32,7.60,6.80,0.29,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,41,Medium,4.01,30.00,26.82,22.82,5.30,4.74,0.73,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
5_10,42,Large,19.92,30.00,26.82,6.91,30.00,26.82,6.91,LOW CONFIDENCE,0.30,REACHED_PHYSICAL_MAX_LIMIT,DARK_REGION_PENETRATION
5_10,43,Small,3.64,30.00,26.82,23.19,15.95,14.26,10.63,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_10,44,Medium,4.90,29.35,26.24,21.35,6.95,6.21,1.32,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,45,Small,2.29,30.00,26.82,24.53,8.40,7.51,5.22,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_10,46,Large,20.53,16.60,14.84,5.69,6.30,5.63,14.90,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_10,47,Large,15.80,30.00,26.82,11.03,18.40,16.45,0.65,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_10,48,Small,3.24,30.00,26.82,23.59,10.75,9.61,6.37,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_10,49,Small,2.39,18.50,16.54,14.15,5.00,4.47,2.08,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,50,Large,12.47,29.90,26.73,14.26,15.85,14.17,1.70,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
5_10,51,Small,1.44,28.15,25.17,23.72,3.65,3.26,1.82,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,52,Large,12.16,4.10,3.67,8.50,3.35,3.00,9.17,VALID,0.97,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_10,53,Medium,9.42,18.70,16.72,7.30,9.25,8.27,1.15,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_10,54,Large,13.05,10.20,9.12,3.93,3.15,2.82,10.24,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_10,55,Medium,9.73,9.90,8.85,0.88,4.80,4.29,5.44,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_10,56,Large,13.31,11.40,10.19,3.12,9.00,8.05,5.27,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
5_10,57,Large,13.74,2.70,2.41,11.33,2.70,2.41,11.33,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
5_10,58,Medium,9.13,1.00,0.89,8.24,0.95,0.85,8.28,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
5_10,59,Medium,7.98,0.45,0.40,7.58,0.60,0.54,7.45,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
5_11,1,Medium,5.19,17.25,15.42,10.23,7.35,6.57,1.38,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,2,Medium,6.85,10.80,9.66,2.80,3.80,3.40,3.45,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,3,Large,19.42,10.60,9.48,9.94,3.80,3.40,16.02,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_11,4,Large,12.45,8.35,7.47,4.99,5.30,4.74,7.71,VALID,0.99,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
5_11,5,Large,17.15,30.00,26.82,9.68,16.80,15.02,2.13,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,6,Small,3.42,15.40,13.77,10.35,13.95,12.47,9.05,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_11,7,Large,12.90,16.30,14.57,1.67,10.00,8.94,3.96,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,8,Small,2.33,19.55,17.48,15.15,9.20,8.23,5.90,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_11,9,Medium,6.65,16.15,14.44,7.78,7.00,6.26,0.40,VALID,0.99,RELATIVE_INTENSITY_STEP,NONE
5_11,10,Medium,5.21,29.80,26.64,21.44,3.70,3.31,1.90,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,11,Small,3.92,30.00,26.82,22.91,7.35,6.57,2.65,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,12,Medium,11.39,30.00,26.82,15.43,14.60,13.05,1.66,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,13,Small,3.06,27.15,24.27,21.22,7.25,6.48,3.43,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,14,Large,13.78,30.00,26.82,13.04,16.05,14.35,0.57,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,15,Large,12.08,30.00,26.82,14.75,8.10,7.24,4.83,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
5_11,16,Large,13.30,30.00,26.82,13.52,18.20,16.27,2.97,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,17,Small,3.72,30.00,26.82,23.10,7.40,6.62,2.89,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_11,18,Large,12.08,30.00,26.82,14.74,8.70,7.78,4.30,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_11,19,Medium,8.93,30.00,26.82,17.89,12.25,10.95,2.02,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,20,Large,12.13,30.00,26.82,14.70,5.10,4.56,7.57,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_11,21,Medium,11.60,30.00,26.82,15.23,13.20,11.80,0.21,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,22,Large,14.66,30.00,26.82,12.16,17.90,16.00,1.34,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_11,23,Large,12.19,28.50,25.48,13.29,6.00,5.36,6.83,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
5_11,24,Large,16.09,30.00,26.82,10.73,17.25,15.42,0.67,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_11,25,Small,3.51,7.00,6.26,2.75,4.95,4.43,0.92,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,26,Medium,8.05,19.20,17.17,9.12,15.35,13.72,5.67,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
5_11,27,Medium,5.24,16.75,14.98,9.74,9.15,8.18,2.94,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,28,Medium,5.00,12.90,11.53,6.53,10.10,9.03,4.03,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,29,Large,12.28,30.00,26.82,14.54,5.40,4.83,7.45,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_11,30,Medium,9.05,30.00,26.82,17.77,2.60,2.32,6.73,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_11,31,Medium,6.24,29.70,26.55,20.32,13.70,12.25,6.01,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_11,32,Medium,6.47,23.80,21.28,14.80,9.35,8.36,1.88,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_11,33,Small,2.62,12.15,10.86,8.25,8.60,7.69,5.07,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_11,34,Small,2.55,17.30,15.47,12.92,2.75,2.46,0.09,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,35,Large,14.12,30.00,26.82,12.70,9.05,8.09,6.03,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_11,36,Small,2.61,16.00,14.31,11.69,5.40,4.83,2.22,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,37,Small,2.58,13.80,12.34,9.76,6.65,5.95,3.36,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,38,Medium,10.26,8.10,7.24,3.02,4.10,3.67,6.59,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_11,39,Medium,9.19,30.00,26.82,17.63,6.15,5.50,3.69,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,40,Large,12.12,30.00,26.82,14.71,15.50,13.86,1.74,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,41,Medium,4.00,13.05,11.67,7.66,4.65,4.16,0.15,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,42,Large,14.79,30.00,26.82,12.03,15.25,13.64,1.16,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,43,Small,1.72,3.75,3.35,1.64,2.85,2.55,0.83,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,44,Small,1.66,3.95,3.53,1.87,2.15,1.92,0.26,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,45,Large,12.28,30.00,26.82,14.54,13.85,12.38,0.10,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,46,Medium,11.95,11.70,10.46,1.49,3.40,3.04,8.91,VALID,0.99,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_11,47,Medium,11.40,30.00,26.82,15.42,5.40,4.83,6.57,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_11,48,Medium,11.97,19.90,17.79,5.82,4.05,3.62,8.35,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_11,49,Medium,9.32,25.70,22.98,13.66,12.55,11.22,1.90,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_11,50,Medium,11.20,30.00,26.82,15.62,9.25,8.27,2.93,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_12,1,Large,13.19,30.00,26.82,13.64,6.95,6.21,6.97,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
5_12,2,Large,16.07,30.00,26.82,10.75,11.75,10.51,5.56,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_12,3,Medium,11.55,29.95,26.78,15.23,8.55,7.64,3.90,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_12,4,Large,14.34,30.00,26.82,12.48,13.15,11.76,2.58,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_12,5,Large,17.40,30.00,26.82,9.42,10.75,9.61,7.79,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_12,6,Medium,4.47,10.70,9.57,5.10,3.55,3.17,1.29,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_12,7,Large,12.40,26.35,23.56,11.16,10.40,9.30,3.10,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_12,8,Large,22.61,30.00,26.82,4.21,15.90,14.22,8.39,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
